submitted_on,district,community,people_using,photo_water_point,latitude,longitude,depth,currently_submerged,likely_submerged,functional_status,water_pump_possible,problems_reported,water_quality_problems,civil_works_problems,photo_civil_works,pump_problems,photo_pump_problems,pump_operational_feel,time_to_pump_20l,strokes_to_yield,sediment_presence,water_quality_tests,electrical_conductivity,conductivity_units,total_dissolved_solids,ph,temperature_c,turbidity_tube,turbidity_tube_units,turbidity_electronic_ntu,comments,microbiological_test,test_method,sample_type,sample_date,color_change_mpn,color_change_upper95,color_change_health,color_change_image
4/19/2019,Chikwawa,Norman village in Namira GVH,1075,https://api.mwater.co/v3/images/bd856c4975de4c379fd2ef9940766702; https://api.mwater.co/v3/images/9dda07c817d94d9898489a62c04304e7,-16.012683,34.833747,30,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Pedestal cracked or damaged, Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/2a8c9d3749304d0bb0ae38ee28c01ef9,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",70.12,7,Present,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",417,μS / cm,NA,7.3,29.6,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/18/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/4df310152c884a27b21be30d96c782c9
4/20/2019,Chikwawa,Tusida muslim camp,404,https://api.mwater.co/v3/images/574d8de794b34ef4956edf93170598a0; https://api.mwater.co/v3/images/b651aa6bee404d26958cd75a5b8893d8,-16.536917,34.878097,45,Yes,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Faulty drainage ",https://api.mwater.co/v3/images/def4565a70f24a158135306d48545f1c,NA,NA,Significant sideways movement on handle (loose/wobbly),54.54,1,Absent,"pH, Turbidity (by Turbidity Tube), Electrical conductivity (EC), Temperature",1499,μS / cm,NA,6.8,30.9,5,JTU,NA,The people in the community were so thankful since it was the only borehole which they use and its closer to them,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/17/2019,0,2.87,safe,https://api.mwater.co/v3/images/1f01f49fba9e469cbb9e8494c465c099
4/20/2019,Nsanje,Linga camp,701,https://api.mwater.co/v3/images/fa4b861ff47e4589b96afe3aa05ac062; https://api.mwater.co/v3/images/b22cf109a92d4927a67d3593ef3340c9,-16.4083939,34.909733,27,Yes,NA,Functional,Yes ,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/a6229499a1674aff9894bc5e5ef83cbb,NA,NA,Significant friction (very stiff) on down stroke,34.549,1,Absent,"Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), pH",2018,μS / cm,NA,7.6,32.4,NA,NA,5,The community were so thankful for rehabilitation of the borehole,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/17/2019,0,2.87,safe,https://api.mwater.co/v3/images/9009b8f202814ff4811482f52f1899e4
4/20/2019,Chikwawa,Linga camp,604,https://api.mwater.co/v3/images/92a4b0a52c804fada357479d2a0f942b; https://api.mwater.co/v3/images/cecacdbf7c964e8283535bb744d1af4e,-16.4073547,34.912053,27,Yes,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/fd8822f54e9c4047b644f474ecfaf4eb,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",65.13,1,Absent,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",2135,μS / cm,NA,7.4,31,5,JTU,NA,"The surrounding of the borehole is very dirty,and there are open cracks all over,cow dung everywhere.",E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/17/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/da66627b1416489a91b01bb41269bf3e
4/20/2019,Chikwawa,Linga camp,522,https://api.mwater.co/v3/images/7b982bb727074249bc9666e8416a026d; https://api.mwater.co/v3/images/a6286454e71041d1b169dc3256a1c459,-16.4067544,34.91149,45,Yes,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/0e4ef9db8ec84c549e5e47a92625a712,NA,NA,"Very light, Significant friction (very stiff) on up stroke",62.14,1,Present,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",2123,μS / cm,NA,7.6,31.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/17/2019,0,2.87,safe,https://api.mwater.co/v3/images/d51ffd60c6a9412f8d42d47d77d44276
4/20/2019,Chikwawa,Chapomoka primary school camp,409,https://api.mwater.co/v3/images/e252b147730f49888cb790df04802d4c; https://api.mwater.co/v3/images/b40f519aca6f496e930a3c39ce10726f,-16.4601857,34.934216,32,Yes,NA,Functional,Yes ,"Soil erosion or collapse around the water point, Damage or problem with pump",NA,NA,NA,Pump loose at the point of attachment,https://api.mwater.co/v3/images/e50e78ee031f476db1b2bf39ff30b336,Significant sideways movement on handle (loose/wobbly),45.56,1,Present,"pH, Temperature, Electrical conductivity (EC), Turbidity (by Turbidity Tube)",1129,μS / cm,NA,7.4,33.9,5,JTU,NA,Very dirty surrounding,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/18/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/eb364353f5d94d9299ba2124363dff14
4/20/2019,Chikwawa,Chapomoka camp,505,https://api.mwater.co/v3/images/b0fce5a613564e3586cb2ca2c9fa1358; https://api.mwater.co/v3/images/b06b013df2b24c0ba88cc3bb6404157a,-16.45939275,34.93258,20,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/61c67fae91ce4c238133652c59514886,NA,NA,Significant friction (very stiff) on down stroke,55.322,2,Absent,"Electrical conductivity (EC), pH, Turbidity (by Turbidity Tube), Temperature",1153,μS / cm,NA,7.4,30.7,5,JTU,NA,The bolehole was in a bad state needed. Mantainance ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/18/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/eab9c9f62cdb4c23bfbce93f2986e4b4
4/20/2019,Balaka,Kamwana,325,https://api.mwater.co/v3/images/ce59c1c0fdb040c4a16a14cb8c19edfc; https://api.mwater.co/v3/images/9c1363b49e2e43d9868f3de4be06bbd0,-14.87292653,35.228263,49,No,No,Partially functional but in need of repair,Yes ,"Damage or problem with pump, Soil erosion or collapse around the water point",NA,NA,NA,Pump loose at the point of attachment,https://api.mwater.co/v3/images/97f29310478f40f0ad1ff52d5816c918,Very light,63.232,55,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water taste,is saulty ",E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
4/23/2019,Nsanje,Dumba 2 village,2500,https://api.mwater.co/v3/images/de765a2732a8413fb778c6c188d5d9b5; https://api.mwater.co/v3/images/be4157f5de39480a8d4463b6a13f63dd,-16.70429955,35.261637,21,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point, Damage or problem with pump",NA,"Faulty drainage , Platform cracked or damaged ",https://api.mwater.co/v3/images/41fb33a0071a439bab5db1eb74df0994,Missing pump head,https://api.mwater.co/v3/images/885cf4a7f0f342fba09c8db54a26b359,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",86.79,6,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",4.13,μS / cm,4.13,7.8,32.2,5,JTU,NA,Good,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/10/2019,0,2.87,safe,https://api.mwater.co/v3/images/354e6d50bfd5435caa15b354a481afae
4/23/2019,Chikwawa,Melemia thundu camp,4583,https://api.mwater.co/v3/images/87cca19e618f4814919e77c288f6a2c6; https://api.mwater.co/v3/images/7edea62ccf9b42b2844859f3e1aeee56,-16.24268206,34.919546,48,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Very light,68.055,2,NA,"Electrical conductivity (EC), pH, Turbidity (by Turbidity Tube), Temperature",1780,μS / cm,NA,7.4,32.2,5,JTU,NA,The bole is newl made but need mantainance ,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
4/24/2019,Chikwawa,Namira GVH,1500,https://api.mwater.co/v3/images/1ac579b0f7b04883a30225a6336461fb; https://api.mwater.co/v3/images/d14623ec433c4635b41b412453a0562c; https://api.mwater.co/v3/images/1cb3422e0e054a879a9801673fdb3647,-16.0127559,34.830468,30,No,No,Partially functional but in need of repair,Yes ,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,"Faulty drainage , Fence/barrier is missing or damaged, Platform cracked or damaged ",https://api.mwater.co/v3/images/eea10fdfa4b74d2fb8eecf5051aa661e,NA,NA,"Significant sideways movement on handle (loose/wobbly), Significant friction (very stiff) on down stroke",77.623,3,Present,"Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, pH",557,μS / cm,NA,7.5,28.5,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/aa39bb9716fc4dd6a53abf9141b7de28
4/24/2019,Chikwawa,Thabwa primary school Camp,256,https://api.mwater.co/v3/images/812902da25ec4ea9a25652ba7d2e290b,-16.0438906,34.84668,35,No,No,Functional,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Fence/barrier is missing or damaged,https://api.mwater.co/v3/images/50a24b343270454ca17c914a85140222,NA,NA,Normal/satisfactory ,58.168,1,Present,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",641,μS / cm,NA,7.4,30.6,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,NA,100,9435.1,unsafe,https://api.mwater.co/v3/images/028ee2187c794c00a2bc94ee99a4ec28
4/24/2019,Chikwawa,Mfunda Mchipeta ,1155,https://api.mwater.co/v3/images/061c02215621415eb9dcabdc042589cd,-16.1621505,34.97623,NA,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Can only be moved with extreme force, Significant sideways movement on handle (loose/wobbly)",79.22,2,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",1243,μS / cm,NA,7.2,29.7,5,JTU,NA,"After drowing water for a long time, the borehole stops producing water for sometime.",E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/e65f36a6cb004caba00dc67386f38a0a
4/24/2019,Chikwawa,Khumbulani village ,790,https://api.mwater.co/v3/images/d5091e3a01cd419690115eec0a3ffd0a; https://api.mwater.co/v3/images/3a4a8f7f2b994d1b98a97b8d64391131,-16.0724647,34.869773,24,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),78.771,2,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",771,μS / cm,NA,7.2,28.3,5,JTU,NA,The borehole stops yielding water after working for a long time.,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/1279bbf06d124887904b6076be2e0f41
4/24/2019,Chikwawa,Chimoto village ,512,https://api.mwater.co/v3/images/10b54adb05e348e4b6e86e646fc0cb10; https://api.mwater.co/v3/images/337aac9c60e04826a5a15ea4e108523f,-16.0728195,34.867846,24,No,No,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",88.051,2,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",805,μS / cm,NA,7.4,29.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/fb20542a8fd04e4cbc1c66401bba3d42
4/24/2019,Chikwawa,Tabwa 2  camp,620,https://api.mwater.co/v3/images/5a542a2b10f9457aafe5b9ce1649facd; https://api.mwater.co/v3/images/003066db39b7409bb3ef1caf1cc4e52e,-16.5286592,34.9174,18,Yes,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/d94742c6870146019bf7cd89141f23ab,NA,NA,Significant friction (very stiff) on down stroke,58.49,1,Present,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",1061,μS / cm,NA,7,31.1,5,JTU,NA,The community recieved the assesments well.,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/7d97f910d31a43feac989658d4c86f5c
4/25/2019,Chikwawa,Daison village,250,https://api.mwater.co/v3/images/dada81183b6145b0a623018ff25cae10; https://api.mwater.co/v3/images/dd1b71f93e304e4d874ca47a9a3935b8; https://api.mwater.co/v3/images/2be90e2c32314710b9f2c273640567d6,-16.12298348,34.899211,28,Yes,NA,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",70.561,5,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",520,μS / cm,0.21,7.4,31.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/5bcbd3fe05564c6abcdec0a640b8a180
4/25/2019,Chikwawa,Alinafe cbo,1424,https://api.mwater.co/v3/images/1832320c81264918ad71d7fd09c7427b; https://api.mwater.co/v3/images/8c44983df667413a99a3e69da9667954,-16.14244574,34.954647,29,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/216be79fbee34d0399eb30ccaf04eb32,NA,NA,Significant friction (very stiff) on down stroke,52.721,4,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",2201,μS / cm,1.12,7.2,28.7,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/24/2019,0,2.87,safe,https://api.mwater.co/v3/images/608ca49453044996b69e07ca1cef275c
4/25/2019,Chikwawa,Mmodzi near cbo,3500,https://api.mwater.co/v3/images/242fe6271f4543568f389ca7d03f8015; https://api.mwater.co/v3/images/a9fb6098b2db44538a2d36897c9a181b; https://api.mwater.co/v3/images/013acb7c5f60492992be70efc22986da,-16.14337614,34.953145,29,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/566235dcb1d24fd4bd071570085e6420,NA,NA,"Significant friction (very stiff) on up stroke, Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",156.751,12,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",2112,μS / cm,0.69,7.4,32.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/24/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/55fdb012eab44549ae28c3589f0072f9
4/25/2019,Chikwawa,Ngongowa village,400,https://api.mwater.co/v3/images/3b912235242346c0b7739a6958f904ca; https://api.mwater.co/v3/images/57488a39f12e47a1aacfc804692c3267,-16.14016192,34.957396,42,No,No,Functional,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage ",https://api.mwater.co/v3/images/f244fbf914734a24b209f86b9fb44813,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",67.23,5,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",1801,μS / cm,1.16,7.2,32.9,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/24/2019,0,2.87,safe,https://api.mwater.co/v3/images/22fa582ed31b4d86ab9689834dd3de6d
4/25/2019,Chikwawa,Chagambatuka,650,https://api.mwater.co/v3/images/7cb1d0105e6b457896b59ed2aeb2a58e; https://api.mwater.co/v3/images/08a1521b2884483aaeaec9583e4eaf33,-16.12225505,34.901276,29,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Faulty drainage , Platform cracked or damaged ",https://api.mwater.co/v3/images/7b4119c617db4b43947f713de0247b9e,NA,NA,Significant friction (very stiff) on down stroke,84.87,5,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",215,μS / cm,0.1,7.4,29.9,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/24/2019,0,2.87,safe,https://api.mwater.co/v3/images/f1c982c15a904eb580236e5bfdb52a28
4/25/2019,Chikwawa,Isaki village ,260,https://api.mwater.co/v3/images/318925bbad1441e28649e982c4e62092; https://api.mwater.co/v3/images/e0066b16235e45a5975b6ed1fff27a17,-16.12528254,34.899036,28,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/82b6ee547ca04ca1aa57a29363b11b3f,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",36.791,4,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",214,μS / cm,0.1,7.4,32.6,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/bcfd7096a9244c459e7f7b7bcd0362f6
4/25/2019,Chikwawa,Chagambatuka schoool,2500,https://api.mwater.co/v3/images/06e87d3c55744f34a46ec81ed3e356d9,-16.12055441,34.90026,22,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Pedestal cracked or damaged,https://api.mwater.co/v3/images/4542136c7b594949bcfe75ca752055b2,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",48.95,4,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",383,μS / cm,0.1,7.4,32.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/f940d3a622f54c1aa983b261ac35cd41
4/25/2019,Chikwawa,Tchetela primary school near Galonga camp,1500,https://api.mwater.co/v3/images/7a2a2ab560324c018bec23a0a246388a; https://api.mwater.co/v3/images/44903ae9483045ca8a3ffbe2a09b1b67,-15.97590388,34.470497,24,Yes,NA,Partially functional but in need of repair,Yes ,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,"Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/684aed58e0494d5cb82aea8c8738a2f2,NA,NA,Significant friction (very stiff) on down stroke,90.444,8,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",1168,μS / cm,NA,7.2,29.5,5,JTU,0.58,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,2.6,8.51,probably_safe,https://api.mwater.co/v3/images/80706510f94142cda4b35c7a83100cbb
4/25/2019,Chikwawa,Galonga borehole very near to tower,1500,https://api.mwater.co/v3/images/ef558ece0cc441f9b948fb382f228e94; https://api.mwater.co/v3/images/6403a2b2ac6f47b6948f36c0f4313267,-15.97869448,34.470775,45,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,73.525,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",1344,μS / cm,NA,7,30,5,JTU,0.67,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/bc7e6e8e588841e686cb67d05f36fb56
4/25/2019,Chikwawa,Galonga  camp,2000,https://api.mwater.co/v3/images/88a1986cc3994193908b6d1a6df07b0d,-15.97681996,34.467159,27,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant friction (very stiff) on down stroke,70.48,5,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",4573,μS / cm,NA,7.4,28.9,5,JTU,2295,The water point is slightly eloded around the civil work,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/4ccc184daa544d80864d167b0ab89b6b
4/25/2019,Chikwawa,Galonga water point near Pentecostal church,450,https://api.mwater.co/v3/images/d6db1703d3a64905aef6db0218fc8afd; https://api.mwater.co/v3/images/f623f0b491864b969b72099abd9449b9; https://api.mwater.co/v3/images/8176a841bc974305993b36764d262d07,-15.97905057,34.463829,NA,Yes,NA,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Faulty drainage ,https://api.mwater.co/v3/images/39e9b79653614920a04c397bc6f5257a,Other,https://api.mwater.co/v3/images/138abdc8172542c3ae79ae8cd99e75e1,Normal/satisfactory ,175.307,2,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",2136,μS / cm,NA,7.2,28.5,5,JTU,1.11,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/1e490adbe6aa46769534eedfd967949e
4/25/2019,Chikwawa,Galonga mosque near camp,650,https://api.mwater.co/v3/images/49cd2577b01f407e9318131366df265e; https://api.mwater.co/v3/images/8840765de3a342eb8b26c58011bb1c10,-15.97747811,34.464548,NA,Yes,NA,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,Normal/satisfactory ,79.547,1,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",2953,μS / cm,NA,7.2,29.3,5,JTU,1.56,The borehole is newly installed ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/23/2019,0,2.87,safe,https://api.mwater.co/v3/images/cb42a31037a241fdb44c2d32f890cf95
4/25/2019,Chikwawa,Kalinjala borehole near galonga camp,2750,https://api.mwater.co/v3/images/893c00412f7c474f83b0f4969546c568; https://api.mwater.co/v3/images/6c30aa98ae7c442498cc45885c2379d8,-15.99400433,34.480033,12,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/8111de4b77784bc6b3a688a23fb8066c,NA,NA,Significant friction (very stiff) on up stroke,66.774,5,Absent,"pH, Microbiological or fecal indicator test, Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, Turbidity (by electronic turbidimeter)",1070,μS / cm,NA,7.4,28.9,5,JTU,5.39,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/24/2019,1.5,7.81,probably_safe,https://api.mwater.co/v3/images/46cfe873051845578aaa07d38b516262
4/25/2019,Chikwawa,Livuzu CDSS 2,500,https://api.mwater.co/v3/images/c4cf033338344e358da4287a66e9f5ac; https://api.mwater.co/v3/images/ef1961a44bd44e47868a31902cd5eb5e; https://api.mwater.co/v3/images/dfc7232d31374ba99c0f863b52d926d0,-16.1916785,35.00869,21,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/1071d151d58e4ca4b0c75583d709b113,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly), Significant friction (very stiff) on up stroke",77.212,2,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",747,μS / cm,NA,7.1,30.7,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/24/2019,5.4,12.93,possibly_safe,https://api.mwater.co/v3/images/4ce98929855e42f69bd3d40e1011086f
4/25/2019,Chikwawa,Malata village,800,https://api.mwater.co/v3/images/a64c82a5b10346639bacc1216e96a1ed; https://api.mwater.co/v3/images/35972b141a3048dcad61fdd49a02f902; https://api.mwater.co/v3/images/3920eea4022240d49c442ba0974aaed3,-16.1932546,35.007956,13,No,No,Functional,Yes ,No problems ,NA,NA,NA,NA,NA,"Normal/satisfactory , Very light, Significant sideways movement on handle (loose/wobbly)",70.3,2,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",655,μS / cm,NA,7.1,34.5,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,4/24/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/c73afdcd4e444f3e855632e233391600
